Mod:Item:MetaData, Localized Name
aquaculture:fish:24, Cod
aquaculture:fish:25, Pollock
aquaculture:fish:26, Herring
aquaculture:fish:27, Halibut
aquaculture:fish:28, Pink Salmon
aquaculture:fish:29, Rainbow Trout
aquaculture:fish:30, Blackfish
aquaculture:fish:31, Capitaine
aquaculture:fish:32, Boulti
aquaculture:fish:33, Bagrid
aquaculture:fish:34, Syndontis
aquaculture:fish:35, Red Shrooma
aquaculture:fish:36, Brown Shrooma
aquaculture:fish:37, Goldfish
aquaculture:fish:38, Fish Bones
sonarcore:reinforcedstoneblock, Reinforced Stone
sonarcore:reinforcedstonestairs, Reinforced Stone Stairs
sonarcore:reinforcedstonefence, Reinforced Stone Fence
sonarcore:reinforcedstonegate, Reinforced Stone Gate
sonarcore:reinforcedstonebrick, Reinforced Stone Brick
sonarcore:reinforcedstonebrickstairs, Reinforced Stone Brick Stairs
sonarcore:reinforcedstonebrickfence, Reinforced Stone Brick Fence
sonarcore:reinforcedstonebrickgate, Reinforced Stone Brick Gate
sonarcore:reinforceddirtblock, Reinforced Dirt
sonarcore:reinforceddirtstairs, Reinforced Dirt Stairs
sonarcore:reinforceddirtfence, Reinforced Dirt Fence
sonarcore:reinforceddirtgate, Reinforced Dirt Gate
sonarcore:reinforceddirtbrick, Reinforced Dirt Brick
sonarcore:reinforceddirtbrickstairs, Reinforced Dirt Brick Stairs
sonarcore:reinforceddirtbrickfence, Reinforced Dirt Brick Fence
sonarcore:reinforceddirtbrickgate, Reinforced Dirt Brick Gate
sonarcore:stablestone_normal, Stable Stone
sonarcore:stablestonerimmed_normal, Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_normal, Rimmed Black Stable Stone
sonarcore:stablestone_black, Black Stable Stone
sonarcore:stablestonerimmed_black, Black Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_black, Black Rimmed Black Stable Stone
sonarcore:stablestone_blue, Blue Stable Stone
sonarcore:stablestonerimmed_blue, Blue Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_blue, Blue Rimmed Black Stable Stone
sonarcore:stablestone_brown, Brown Stable Stone
sonarcore:stablestonerimmed_brown, Brown Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_brown, Brown Rimmed Black Stable Stone
sonarcore:stablestone_cyan, Cyan Stable Stone
sonarcore:stablestonerimmed_cyan, Cyan Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_cyan, Cyan Rimmed Black Stable Stone
sonarcore:stablestone_green, Green Stable Stone
sonarcore:stablestonerimmed_green, Green Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_green, Green Rimmed Black Stable Stone
sonarcore:stablestone_lightblue, Light Blue Stable Stone
sonarcore:stablestonerimmed_lightblue, Light Blue Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lightblue, Light Blue Rimmed Black Stable Stone
sonarcore:stablestone_lightgrey, Light Stable Stone
sonarcore:stablestonerimmed_lightgrey, Light Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lightgrey, Light Rimmed Black Stable Stone
sonarcore:stablestone_lime, Lime Stable Stone
sonarcore:stablestonerimmed_lime, Lime Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lime, Lime Rimmed Black Stable Stone
sonarcore:stablestone_magenta, Magenta Stable Stone
sonarcore:stablestonerimmed_magenta, Magenta Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_magenta, Magenta Rimmed Black Stable Stone
sonarcore:stablestone_orange, Orange Stable Stone
sonarcore:stablestonerimmed_orange, Orange Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_orange, Orange Rimmed Black Stable Stone
sonarcore:stablestone_pink, Pink Stable Stone
sonarcore:stablestonerimmed_pink, Pink Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_pink, Pink Rimmed Black Stable Stone
sonarcore:stablestone_plain, Plain Stable Stone
sonarcore:stablestonerimmed_plain, Plain Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_plain, Plain Rimmed Black Stable Stone
sonarcore:stablestone_purple, Purple Stable Stone
sonarcore:stablestonerimmed_purple, Purple Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_purple, Purple Rimmed Black Stable Stone
sonarcore:stablestone_red, Red Stable Stone
sonarcore:stablestonerimmed_red, Red Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_red, Red Rimmed Black Stable Stone
sonarcore:stablestone_yellow, Yellow Stable Stone
sonarcore:stablestonerimmed_yellow, Yellow Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_yellow, Yellow Rimmed Black  Stable Stone
sonarcore:stableglass, Stable Glass
sonarcore:clearstableglass, Clear Stable Glass
practicallogistics2:hammer, Forging Hammer
practicallogistics2:hammer_air, Forging Hammer
practicallogistics2:sapphireore, Sapphire Ore
practicallogistics2:inforeader, Info Reader
practicallogistics2:inventoryreader, Inventory Reader
practicallogistics2:fluidreader, Fluid Reader
practicallogistics2:energyreader, Energy Reader
practicallogistics2:networkreader, Network Reader
practicallogistics2:array, Array
practicallogistics2:entitynode, Entity Node
practicallogistics2:transfernode, Transfer Node
practicallogistics2:redstonenode, Redstone Node
practicallogistics2:clock, Clock
practicallogistics2:redstonesignaller, Redstone Signaller
practicallogistics2:minidisplay, Mini Display
practicallogistics2:displayscreen, Display Screen
practicallogistics2:largedisplayscreen, Large Display Screen
practicallogistics2:holographicdisplay, Holographic Display
practicallogistics2:advancedholographicdisplay, Advanced Holographic Display
practicallogistics2:datacable, Data Cable
practicallogistics2:redstonecable, Redstone Cable
practicallogistics2:node, Node
practicallogistics2:dataemitter, Data Emitter
practicallogistics2:datareceiver, Data Receiver
practicallogistics2:redstoneemitter, Wireless Redstone Emitter
practicallogistics2:redstonereceiver, Wireless Redstone Receiver
practicallogistics2:sapphire, Sapphire
practicallogistics2:sapphiredust, Sapphire Dust
practicallogistics2:stoneplate, Stone Plate
practicallogistics2:signallingplate, Signalling Plate
practicallogistics2:wirelessplate, Wireless Plate
practicallogistics2:etchedplate, Etched Plate
practicallogistics2:transceiver, Transceiver
practicallogistics2:entitytransceiver, Entity Transceiver
practicallogistics2:wirelessstorage, Wireless Storage Reader
practicallogistics2:operator, Operator Tool
practicallogistics2:plguide, Practical Logistics Guide
forge:bucketfilled, %s Bucket
adventurepack:escape_rope, Escape Rope
adventurepack:flashlight, Flashlight
adventurepack:lantern, Ender Lantern
adventurepack:mining_lantern, Mining Lantern
adventurepack:mining_helmet, Mining Helmet
adventurepack:explorer_hat, Explorer's Hat
adventurepack:cowboy_hat, Cowboy Hat
adventurepack:light, tile.light.name
ancientwarfare:info_tool, Info Tool
ancientwarfare:research_book, Research Book
ancientwarfare:research_note, Research Note
ancientwarfare:backpack:0, Small Pack
ancientwarfare:backpack:1, Travel Pack
ancientwarfare:backpack:2, Medium Pack
ancientwarfare:backpack:3, Large Pack
ancientwarfare:wooden_quill, Wooden Quill
ancientwarfare:stone_quill, Stone Quill
ancientwarfare:iron_quill, Iron Quill
ancientwarfare:gold_quill, Gold Quil
ancientwarfare:diamond_quill, Diamond Quill
ancientwarfare:wooden_hammer, Wooden Hammer
ancientwarfare:stone_hammer, Stone Hammer
ancientwarfare:iron_hammer, Iron Hammer
ancientwarfare:gold_hammer, Gold Hammer
ancientwarfare:diamond_hammer, Diamond Hammer
ancientwarfare:manual, Treatise on the Principles of Ruling
ancientwarfare:component:0, Wooden Gear Set
ancientwarfare:component:1, Iron Gear Set
ancientwarfare:component:2, Steel Gear Set
ancientwarfare:component:3, Wooden Bushing Set
ancientwarfare:component:4, Iron Bushing Set Set
ancientwarfare:component:5, Steel Bushing Set
ancientwarfare:component:6, Wooden Torque Shaft
ancientwarfare:component:7, Iron Torque Shaft
ancientwarfare:component:8, Steel Torque Shaft
ancientwarfare:steel_ingot, Steel Ingot
ancientwarfare:engineering_station, tile.engineering_station.name
ancientwarfare:research_station, tile.research_station.name
ancientwarfarestructure:advanced_spawner, Advanced Monster Spawner
ancientwarfarestructure:gate_proxy, Gate Proxy Block
ancientwarfarestructure:drafting_station, Drafting Station
ancientwarfarestructure:structure_builder_ticked, Survival Structure Builder
ancientwarfarestructure:sound_block, Sound Block
ancientwarfarestructure:structure_scanner_block, Structure Scanner
ancientwarfarestructure:advanced_loot_chest, Advanced Loot Chest
ancientwarfarestructure:fire_pit, tile.fire_pit.name
ancientwarfarestructure:totem_part, Totem Part
ancientwarfarestructure:brazier_ember, tile.brazier_ember.name
ancientwarfarestructure:brazier_flame, tile.brazier_flame.name
ancientwarfarestructure:altar_short_cloth, Altar With Short %s Cloth on top
ancientwarfarestructure:altar_long_cloth, Altar With Long %s Cloth on top
ancientwarfarestructure:altar_candle, %s Altar Candle
ancientwarfarestructure:altar_lectern, Altar Lectern
ancientwarfarestructure:altar_sun, Altar Sun
ancientwarfarestructure:protection_flag, %s Protection Flag
ancientwarfarestructure:golden_idol, Golden Idol
ancientwarfarestructure:orc_totem_1, Orc Totem 1
ancientwarfarestructure:orc_totem_2, Orc Totem 2
ancientwarfarestructure:orc_totem_2_lit, Orc Totem 2 Lit
ancientwarfarestructure:goblin_totem_1, Goblin Totem 1
ancientwarfarestructure:goblin_totem_2, Goblin Totem 2
ancientwarfarestructure:goblin_totem_2_lit, Goblin Totem 2 Lit
ancientwarfarestructure:loot_basket, Basket
ancientwarfarestructure:coffin, Coffin
ancientwarfarestructure:stool, tile.stool.name
ancientwarfarestructure:urn, Urn
ancientwarfarestructure:table, tile.table.name
ancientwarfarestructure:chair, Chair
ancientwarfarestructure:tribal_stool, Tribal Stool
ancientwarfarestructure:wooden_throne, Wooden Throne
ancientwarfarestructure:golden_throne, Golden Throne
ancientwarfarestructure:wooden_post, Wooden Post
ancientwarfarestructure:stake, tile.stake.name
ancientwarfarestructure:bench, tile.bench.name
ancientwarfarestructure:tribal_chair, Tribal Chair
ancientwarfarestructure:scissor_seat, Scissor Seat
ancientwarfarestructure:statue, tile.statue.name
ancientwarfarestructure:structure_scanner, Structure Scanner
ancientwarfarestructure:structure_builder, Structure Builder
ancientwarfarestructure:structure_builder_world_gen, WorldGen Structure Builder
ancientwarfarestructure:town_builder, Instant Town Building Tool
ancientwarfarestructure:spawner_placer, Mob Spawner Placement Tool
ancientwarfarestructure:gate_spawner:0, Wooden Gate (vert. open)
ancientwarfarestructure:gate_spawner:1, Iron Gate (vert. open)
ancientwarfarestructure:gate_spawner:4, Wooden Gate (slide open)
ancientwarfarestructure:gate_spawner:5, Iron Gate (slide open)
ancientwarfarestructure:gate_spawner:8, Wooden Gate (split open)
ancientwarfarestructure:gate_spawner:9, Iron Gate (split open)
ancientwarfarestructure:gate_spawner:12, Drawbridge (rotate open)
ancientwarfarestructure:construction_tool, Construction Tool
ancientwarfarestructure:construction_tool_lakes, Lake Construction Tool
ancientwarfarestructure:block_info_clicker, Block Info Tool
ancientwarfarestructure:loot_chest_placer, Loot Chest Placer
ancientwarfarevehicle:spawner:0, Catapult Stand Fixed
ancientwarfarevehicle:spawner:0, Catapult Stand Fixed
ancientwarfarevehicle:spawner:0, Catapult Stand Fixed
ancientwarfarevehicle:spawner:0, Catapult Stand Fixed
ancientwarfarevehicle:spawner:0, Catapult Stand Fixed
ancientwarfarevehicle:spawner:1, Catapult Stand Turret
ancientwarfarevehicle:spawner:1, Catapult Stand Turret
ancientwarfarevehicle:spawner:1, Catapult Stand Turret
ancientwarfarevehicle:spawner:1, Catapult Stand Turret
ancientwarfarevehicle:spawner:1, Catapult Stand Turret
ancientwarfarevehicle:spawner:2, Catapult Mobile Fixed
ancientwarfarevehicle:spawner:2, Catapult Mobile Fixed
ancientwarfarevehicle:spawner:2, Catapult Mobile Fixed
ancientwarfarevehicle:spawner:2, Catapult Mobile Fixed
ancientwarfarevehicle:spawner:2, Catapult Mobile Fixed
ancientwarfarevehicle:spawner:3, Catapult Mobile Turret
ancientwarfarevehicle:spawner:3, Catapult Mobile Turret
ancientwarfarevehicle:spawner:3, Catapult Mobile Turret
ancientwarfarevehicle:spawner:3, Catapult Mobile Turret
ancientwarfarevehicle:spawner:3, Catapult Mobile Turret
ancientwarfarevehicle:spawner:4, Ballista Stand Fixed
ancientwarfarevehicle:spawner:4, Ballista Stand Fixed
ancientwarfarevehicle:spawner:4, Ballista Stand Fixed
ancientwarfarevehicle:spawner:4, Ballista Stand Fixed
ancientwarfarevehicle:spawner:4, Ballista Stand Fixed
ancientwarfarevehicle:spawner:5, Ballista Stand Turret
ancientwarfarevehicle:spawner:5, Ballista Stand Turret
ancientwarfarevehicle:spawner:5, Ballista Stand Turret
ancientwarfarevehicle:spawner:5, Ballista Stand Turret
ancientwarfarevehicle:spawner:5, Ballista Stand Turret
ancientwarfarevehicle:spawner:6, Ballista Mobile Fixed
ancientwarfarevehicle:spawner:6, Ballista Mobile Fixed
ancientwarfarevehicle:spawner:6, Ballista Mobile Fixed
ancientwarfarevehicle:spawner:6, Ballista Mobile Fixed
ancientwarfarevehicle:spawner:6, Ballista Mobile Fixed
ancientwarfarevehicle:spawner:7, Ballista Mobile Turret
ancientwarfarevehicle:spawner:7, Ballista Mobile Turret
ancientwarfarevehicle:spawner:7, Ballista Mobile Turret
ancientwarfarevehicle:spawner:7, Ballista Mobile Turret
ancientwarfarevehicle:spawner:7, Ballista Mobile Turret
ancientwarfarevehicle:spawner:8, Battering Ram
ancientwarfarevehicle:spawner:8, Battering Ram
ancientwarfarevehicle:spawner:8, Battering Ram
ancientwarfarevehicle:spawner:8, Battering Ram
ancientwarfarevehicle:spawner:8, Battering Ram
ancientwarfarevehicle:spawner:9, Cannon Stand Fixed
ancientwarfarevehicle:spawner:9, Cannon Stand Fixed
ancientwarfarevehicle:spawner:9, Cannon Stand Fixed
ancientwarfarevehicle:spawner:9, Cannon Stand Fixed
ancientwarfarevehicle:spawner:9, Cannon Stand Fixed
ancientwarfarevehicle:spawner:10, Cannon Stand Turret
ancientwarfarevehicle:spawner:10, Cannon Stand Turret
ancientwarfarevehicle:spawner:10, Cannon Stand Turret
ancientwarfarevehicle:spawner:10, Cannon Stand Turret
ancientwarfarevehicle:spawner:10, Cannon Stand Turret
ancientwarfarevehicle:spawner:11, Cannon Mobile Fixed
ancientwarfarevehicle:spawner:11, Cannon Mobile Fixed
ancientwarfarevehicle:spawner:11, Cannon Mobile Fixed
ancientwarfarevehicle:spawner:11, Cannon Mobile Fixed
ancientwarfarevehicle:spawner:11, Cannon Mobile Fixed
ancientwarfarevehicle:spawner:12, Hwacha
ancientwarfarevehicle:spawner:12, Hwacha
ancientwarfarevehicle:spawner:12, Hwacha
ancientwarfarevehicle:spawner:12, Hwacha
ancientwarfarevehicle:spawner:12, Hwacha
ancientwarfarevehicle:spawner:13, Trebuchet Stand Fixed
ancientwarfarevehicle:spawner:13, Trebuchet Stand Fixed
ancientwarfarevehicle:spawner:13, Trebuchet Stand Fixed
ancientwarfarevehicle:spawner:13, Trebuchet Stand Fixed
ancientwarfarevehicle:spawner:13, Trebuchet Stand Fixed
ancientwarfarevehicle:spawner:14, Trebuchet Stand Turret
ancientwarfarevehicle:spawner:14, Trebuchet Stand Turret
ancientwarfarevehicle:spawner:14, Trebuchet Stand Turret
ancientwarfarevehicle:spawner:14, Trebuchet Stand Turret
ancientwarfarevehicle:spawner:14, Trebuchet Stand Turret
ancientwarfarevehicle:spawner:15, Trebuchet Mobile Fixed
ancientwarfarevehicle:spawner:15, Trebuchet Mobile Fixed
ancientwarfarevehicle:spawner:15, Trebuchet Mobile Fixed
ancientwarfarevehicle:spawner:15, Trebuchet Mobile Fixed
ancientwarfarevehicle:spawner:15, Trebuchet Mobile Fixed
ancientwarfarevehicle:spawner:16, Giant Trebuchet
ancientwarfarevehicle:spawner:16, Giant Trebuchet
ancientwarfarevehicle:spawner:16, Giant Trebuchet
ancientwarfarevehicle:spawner:16, Giant Trebuchet
ancientwarfarevehicle:spawner:16, Giant Trebuchet
ancientwarfarevehicle:spawner:17, Chest Cart
ancientwarfarevehicle:spawner:17, Chest Cart
ancientwarfarevehicle:spawner:17, Chest Cart
ancientwarfarevehicle:spawner:17, Chest Cart
ancientwarfarevehicle:spawner:17, Chest Cart
ancientwarfarevehicle:spawner:18, Boat Ballista
ancientwarfarevehicle:spawner:18, Boat Ballista
ancientwarfarevehicle:spawner:18, Boat Ballista
ancientwarfarevehicle:spawner:18, Boat Ballista
ancientwarfarevehicle:spawner:18, Boat Ballista
ancientwarfarevehicle:spawner:19, Boat Catapult
ancientwarfarevehicle:spawner:19, Boat Catapult
ancientwarfarevehicle:spawner:19, Boat Catapult
ancientwarfarevehicle:spawner:19, Boat Catapult
ancientwarfarevehicle:spawner:19, Boat Catapult
ancientwarfarevehicle:spawner:20, Boat Transport
ancientwarfarevehicle:spawner:20, Boat Transport
ancientwarfarevehicle:spawner:20, Boat Transport
ancientwarfarevehicle:spawner:20, Boat Transport
ancientwarfarevehicle:spawner:20, Boat Transport
ancientwarfarevehicle:flame_charge, Flame Charge
ancientwarfarevehicle:explosive_charge, Explosive Charge
ancientwarfarevehicle:rocket_charge, Rocket Charge
ancientwarfarevehicle:cluster_charge, Cluster Charge
ancientwarfarevehicle:napalm_charge, Napalm Charge
ancientwarfarevehicle:clay_casing, Clay Casing
ancientwarfarevehicle:iron_casing, Iron Casing
ancientwarfarevehicle:mobility_unit, Mobility Unit
ancientwarfarevehicle:turret_components, Turret Unit
ancientwarfarevehicle:torsion_unit, Torsion Unit
ancientwarfarevehicle:counter_weight_unit, Counterweight Unit
ancientwarfarevehicle:powder_case, Powder Case
ancientwarfarevehicle:equipment_bay, Equipment Bay
ancientwarfarevehicle:rough_wood, Rough Wood
ancientwarfarevehicle:treated_wood, Treated Wood
ancientwarfarevehicle:ironshod_wood, Ironshod Wood
ancientwarfarevehicle:iron_core_wood, Iron Core Wood
ancientwarfarevehicle:rough_iron, Rough Iron
ancientwarfarevehicle:fine_iron, Fine Iron
ancientwarfarevehicle:tempered_iron, Tempered Iron
ancientwarfarevehicle:minor_alloy, Minor Alloy
ancientwarfarevehicle:major_alloy, Major Alloy
ancientwarfarevehicle:ammo_ball_shot, Stone Ball Shot
ancientwarfarevehicle:ammo_iron_ball_shot, Iron Ball Shot
ancientwarfarevehicle:ammo_stone_shot_10, Stone Shot 10kg
ancientwarfarevehicle:ammo_stone_shot_15, Stone Shot 15kg
ancientwarfarevehicle:ammo_stone_shot_30, Stone Shot 30kg
ancientwarfarevehicle:ammo_stone_shot_45, Stone Shot 45kg
ancientwarfarevehicle:ammo_flame_shot_10, Flame Shot 10kg
ancientwarfarevehicle:ammo_flame_shot_15, Flame Shot 15kg
ancientwarfarevehicle:ammo_flame_shot_30, Flame Shot 30kg
ancientwarfarevehicle:ammo_flame_shot_45, Flame Shot 45kg
ancientwarfarevehicle:ammo_explosive_shot_10, Explosive Shot 10kg
ancientwarfarevehicle:ammo_explosive_shot_15, Explosive Shot 15kg
ancientwarfarevehicle:ammo_explosive_shot_30, Explosive Shot 30kg
ancientwarfarevehicle:ammo_explosive_shot_45, Explosive Shot 45kg
ancientwarfarevehicle:ammo_explosive_shot_10_big, High Explosive Shot 10kg
ancientwarfarevehicle:ammo_explosive_shot_15_big, High Explosive Shot 15kg
ancientwarfarevehicle:ammo_explosive_shot_30_big, High Explosive Shot 30kg
ancientwarfarevehicle:ammo_explosive_shot_45_big, High Explosive Shot 45kg
